musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder,rest8
Richie Diehl,29,3/13 05:46:00,10,3/13 13:46:00,9,8h 0m,7h 38m,3/12 22:08:00,6.03,White Mountain,2019-03-13T05:46:00Z,2019-03-13T13:46:00Z,2019-03-12T22:08:00Z,458,480,1,0,11,11,1
Linwood Fiedler,15,3/13 08:25:00,12,3/13 16:26:00,11,8h 1m,8h 21m,3/13 00:04:00,5.51,White Mountain,2019-03-13T08:25:00Z,2019-03-13T16:26:00Z,2019-03-13T00:04:00Z,501,481,1,0,12,12,1
Jeff King,23,3/13 10:24:00,13,3/13 18:24:00,13,8h 0m,7h 31m,3/13 02:53:00,6.12,White Mountain,2019-03-13T10:24:00Z,2019-03-13T18:24:00Z,2019-03-13T02:53:00Z,451,480,0,0,13,13,1
Wade Marrs,36,3/13 11:25:00,9,3/13 19:40:00,9,8h 15m,7h 39m,3/13 03:46:00,6.01,White Mountain,2019-03-13T11:25:00Z,2019-03-13T19:40:00Z,2019-03-13T03:46:00Z,459,495,0,0,14,14,1
Jeff Deeter,25,3/13 17:50:00,7,3/14 01:50:00,7,8h 0m,7h 59m,3/13 09:51:00,5.76,White Mountain,2019-03-13T17:50:00Z,2019-03-14T01:50:00Z,2019-03-13T09:51:00Z,479,480,0,0,15,15,1
Anna Berington,10,3/13 19:49:00,9,3/14 03:54:00,9,8h 5m,8h 15m,3/13 11:34:00,5.58,White Mountain,2019-03-13T19:49:00Z,2019-03-14T03:54:00Z,2019-03-13T11:34:00Z,495,485,0,0,17,17,1
Kristy Berington,26,3/13 19:47:00,11,3/14 03:58:00,11,8h 11m,8h 15m,3/13 11:32:00,5.58,White Mountain,2019-03-13T19:47:00Z,2019-03-14T03:58:00Z,2019-03-13T11:32:00Z,495,491,0,0,16,16,1
Seth Barnes,45,3/13 20:46:00,8,3/14 04:47:00,6,8h 1m,9h 11m,3/13 11:35:00,5.01,White Mountain,2019-03-13T20:46:00Z,2019-03-14T04:47:00Z,2019-03-13T11:35:00Z,551,481,2,0,18,19,1
Mats Pettersson,4,3/13 21:14:00,8,3/14 05:33:00,8,8h 19m,17h 11m,3/13 04:03:00,2.68,White Mountain,2019-03-13T21:14:00Z,2019-03-14T05:33:00Z,2019-03-13T04:03:00Z,1031,499,0,0,19,20,1
Matthew Failor,17,3/13 22:51:00,10,3/14 06:51:00,10,8h 0m,7h 24m,3/13 15:27:00,6.22,White Mountain,2019-03-13T22:51:00Z,2019-03-14T06:51:00Z,2019-03-13T15:27:00Z,444,480,0,0,20,18,1
Richie Beattie,50,3/14 02:57:00,9,3/14 11:02:00,9,8h 5m,7h 37m,3/13 19:20:00,6.04,White Mountain,2019-03-14T02:57:00Z,2019-03-14T11:02:00Z,2019-03-13T19:20:00Z,457,485,0,0,22,21,1
Ed Hopkins,33,3/14 04:29:00,10,3/14 12:35:00,10,8h 6m,7h 56m,3/13 20:33:00,5.8,White Mountain,2019-03-14T04:29:00Z,2019-03-14T12:35:00Z,2019-03-13T20:33:00Z,476,486,0,0,23,22,1
Martin Buser,21,3/14 06:58:00,12,3/14 15:02:00,12,8h 4m,6h 32m,3/14 00:26:00,7.04,White Mountain,2019-03-14T06:58:00Z,2019-03-14T15:02:00Z,2019-03-14T00:26:00Z,392,484,0,0,25,23,1
Aaron Peck,47,3/14 06:08:00,7,3/14 15:43:00,6,9h 35m,13h 51m,3/13 16:17:00,3.32,White Mountain,2019-03-14T06:08:00Z,2019-03-14T15:43:00Z,2019-03-13T16:17:00Z,831,575,1,0,24,24,1
Charley Bejna,31,3/14 07:44:00,7,3/14 16:29:00,7,8h 45m,7h 17m,3/14 00:27:00,6.32,White Mountain,2019-03-14T07:44:00Z,2019-03-14T16:29:00Z,2019-03-14T00:27:00Z,437,525,0,0,26,25,1
Michi Konno,43,3/14 08:23:00,8,3/14 16:50:00,8,8h 27m,7h 41m,3/14 00:42:00,5.99,White Mountain,2019-03-14T08:23:00Z,2019-03-14T16:50:00Z,2019-03-14T00:42:00Z,461,507,0,0,27,26,1
Jessie Holmes,5,3/14 02:05:00,9,3/15 00:32:00,9,22h 27m,6h 46m,3/13 19:19:00,6.8,White Mountain,2019-03-14T02:05:00Z,2019-03-15T00:32:00Z,2019-03-13T19:19:00Z,406,1347,0,0,21,28,1
Lance Mackey,44,3/14 16:28:00,12,3/15 00:32:00,12,8h 4m,6h 54m,3/14 09:34:00,6.67,White Mountain,2019-03-14T16:28:00Z,2019-03-15T00:32:00Z,2019-03-14T09:34:00Z,414,484,0,0,28,27,1
Ryan Santiago,49,3/15 01:39:00,13,3/15 09:39:00,13,8h 0m,6h 53m,3/14 18:46:00,6.68,White Mountain,2019-03-15T01:39:00Z,2019-03-15T09:39:00Z,2019-03-14T18:46:00Z,413,480,0,0,29,30,1
Martin Apayauq Reitan,39,3/15 02:16:00,12,3/15 10:16:00,12,8h 0m,7h 14m,3/14 19:02:00,6.36,White Mountain,2019-03-15T02:16:00Z,2019-03-15T10:16:00Z,2019-03-14T19:02:00Z,434,480,0,0,30,29,1
Jason Campeau,12,3/15 02:23:00,8,3/15 10:23:00,8,8h 0m,16h 49m,3/14 09:34:00,2.74,White Mountain,2019-03-15T02:23:00Z,2019-03-15T10:23:00Z,2019-03-14T09:34:00Z,1009,480,0,0,31,31,1
Jessica Klejka,24,3/15 02:40:00,11,3/15 10:55:00,11,8h 15m,7h 42m,3/14 18:58:00,5.97,White Mountain,2019-03-15T02:40:00Z,2019-03-15T10:55:00Z,2019-03-14T18:58:00Z,462,495,0,0,32,32,1
Sarah Stokey,52,3/15 15:32:00,10,3/16 04:27:00,10,12h 55m,38h 45m,3/14 00:47:00,1.19,White Mountain,2019-03-15T15:32:00Z,2019-03-16T04:27:00Z,2019-03-14T00:47:00Z,2325,775,0,0,33,35,1
Michael Baker,41,3/16 04:10:00,9,3/16 12:53:00,9,8h 43m,6h 54m,3/15 21:16:00,6.67,White Mountain,2019-03-16T04:10:00Z,2019-03-16T12:53:00Z,2019-03-15T21:16:00Z,414,523,0,0,34,34,1
Alison Lifka,37,3/16 04:45:00,12,3/16 13:20:00,11,8h 35m,6h 23m,3/15 22:22:00,7.21,White Mountain,2019-03-16T04:45:00Z,2019-03-16T13:20:00Z,2019-03-15T22:22:00Z,383,515,1,0,35,33,1
Anja Radano,2,3/16 10:28:00,10,3/16 19:09:00,10,8h 41m,8h 3m,3/16 02:25:00,5.71,White Mountain,2019-03-16T10:28:00Z,2019-03-16T19:09:00Z,2019-03-16T02:25:00Z,483,521,0,0,37,36,1
Blair Braverman,11,3/16 09:51:00,10,3/16 20:44:00,8,10h 53m,7h 39m,3/16 02:12:00,6.01,White Mountain,2019-03-16T09:51:00Z,2019-03-16T20:44:00Z,2019-03-16T02:12:00Z,459,653,2,0,36,37,1
Jeremy Keller,48,3/16 14:15:00,8,3/17 01:01:00,8,10h 46m,7h 37m,3/16 06:38:00,6.04,White Mountain,2019-03-16T14:15:00Z,2019-03-17T01:01:00Z,2019-03-16T06:38:00Z,457,646,0,0,38,38,1
Cindy Gallea,53,3/16 15:40:00,7,3/17 01:28:00,7,9h 48m,8h 34m,3/16 07:06:00,5.37,White Mountain,2019-03-16T15:40:00Z,2019-03-17T01:28:00Z,2019-03-16T07:06:00Z,514,588,0,0,39,NA,1
Kristin Bacon,8,3/16 17:35:00,11,3/17 02:14:00,11,8h 39m,14h 55m,3/16 02:40:00,3.08,White Mountain,2019-03-16T17:35:00Z,2019-03-17T02:14:00Z,2019-03-16T02:40:00Z,895,519,0,0,40,39,1
Victoria Hardwick,30,3/17 04:56:00,11,3/17 13:34:00,9,8h 38m,22h 17m,3/16 06:39:00,2.06,White Mountain,2019-03-17T04:56:00Z,2019-03-17T13:34:00Z,2019-03-16T06:39:00Z,1337,518,2,0,41,40,1
Peter Kaiser,9,3/13 00:03:00,8,3/13 00:05:00,8,0h 2m,7h 58m,3/12 16:05:00,6.9,Safety,2019-03-13T00:03:00Z,2019-03-13T00:05:00Z,2019-03-12T16:05:00Z,478,2,0,0,1,1,0
Joar Leifseth Ulsom,28,3/13 00:42:00,8,3/13 00:45:00,8,0h 3m,7h 55m,3/12 16:47:00,6.95,Safety,2019-03-13T00:42:00Z,2019-03-13T00:45:00Z,2019-03-12T16:47:00Z,475,3,0,0,2,2,0
Jessie Royer,14,3/13 05:27:00,11,3/13 05:34:00,11,0h 7m,8h 41m,3/12 20:46:00,6.33,Safety,2019-03-13T05:27:00Z,2019-03-13T05:34:00Z,2019-03-12T20:46:00Z,521,7,0,0,3,3,0
Aliy Zirkle,19,3/13 13:16:00,11,3/13 13:42:00,11,0h 26m,9h 29m,3/13 03:47:00,5.8,Safety,2019-03-13T13:16:00Z,2019-03-13T13:42:00Z,2019-03-13T03:47:00Z,569,26,0,0,4,4,0
Travis Beals,51,3/13 14:48:00,8,3/13 14:52:00,8,0h 4m,8h 22m,3/13 06:26:00,6.57,Safety,2019-03-13T14:48:00Z,2019-03-13T14:52:00Z,2019-03-13T06:26:00Z,502,4,0,0,5,5,0
Paige Drobny,40,3/13 17:36:00,11,3/13 17:38:00,11,0h 2m,10h 21m,3/13 07:15:00,5.31,Safety,2019-03-13T17:36:00Z,2019-03-13T17:38:00Z,2019-03-13T07:15:00Z,621,2,0,0,6,7,0
Matt Hall,3,3/13 17:38:00,9,3/13 17:42:00,8,0h 4m,11h 52m,3/13 05:46:00,4.63,Safety,2019-03-13T17:38:00Z,2019-03-13T17:42:00Z,2019-03-13T05:46:00Z,712,4,1,0,7,6,0
Ramey Smyth,6,3/13 19:31:00,9,3/13 19:33:00,9,0h 2m,8h 59m,3/13 10:32:00,6.12,Safety,2019-03-13T19:31:00Z,2019-03-13T19:33:00Z,2019-03-13T10:32:00Z,539,2,0,0,8,8,0
Mitch Seavey,32,3/13 19:54:00,8,3/13 20:01:00,7,0h 7m,7h 40m,3/13 12:14:00,7.17,Safety,2019-03-13T19:54:00Z,2019-03-13T20:01:00Z,2019-03-13T12:14:00Z,460,7,1,0,9,9,0
Aaron Burmeister,38,3/13 20:42:00,10,3/13 20:46:00,9,0h 4m,8h 54m,3/13 11:48:00,6.18,Safety,2019-03-13T20:42:00Z,2019-03-13T20:46:00Z,2019-03-13T11:48:00Z,534,4,1,0,10,10,0
Richie Diehl,29,3/13 22:04:00,9,3/13 22:06:00,9,0h 2m,8h 18m,3/13 13:46:00,6.63,Safety,2019-03-13T22:04:00Z,2019-03-13T22:06:00Z,2019-03-13T13:46:00Z,498,2,0,0,11,11,0
Linwood Fiedler,15,3/14 00:07:00,11,3/14 00:09:00,11,0h 2m,7h 41m,3/13 16:26:00,7.16,Safety,2019-03-14T00:07:00Z,2019-03-14T00:09:00Z,2019-03-13T16:26:00Z,461,2,0,0,12,12,0
Jeff King,23,3/14 00:20:00,13,3/14 00:22:00,13,0h 2m,5h 56m,3/13 18:24:00,9.27,Safety,2019-03-14T00:20:00Z,2019-03-14T00:22:00Z,2019-03-13T18:24:00Z,356,2,0,0,13,13,0
Wade Marrs,36,3/14 02:45:00,9,3/14 02:48:00,9,0h 3m,7h 5m,3/13 19:40:00,7.76,Safety,2019-03-14T02:45:00Z,2019-03-14T02:48:00Z,2019-03-13T19:40:00Z,425,3,0,0,14,14,0
Jeff Deeter,25,3/14 08:43:00,7,3/14 08:46:00,7,0h 3m,6h 53m,3/14 01:50:00,7.99,Safety,2019-03-14T08:43:00Z,2019-03-14T08:46:00Z,2019-03-14T01:50:00Z,413,3,0,0,15,15,0
Kristy Berington,26,3/14 10:49:00,11,3/14 10:55:00,10,0h 6m,6h 51m,3/14 03:58:00,8.03,Safety,2019-03-14T10:49:00Z,2019-03-14T10:55:00Z,2019-03-14T03:58:00Z,411,6,1,0,16,16,0
Anna Berington,10,3/14 10:50:00,9,3/14 10:55:00,9,0h 5m,6h 56m,3/14 03:54:00,7.93,Safety,2019-03-14T10:50:00Z,2019-03-14T10:55:00Z,2019-03-14T03:54:00Z,416,5,0,0,17,17,0
Seth Barnes,45,3/14 12:21:00,6,3/14 12:24:00,6,0h 3m,7h 34m,3/14 04:47:00,7.27,Safety,2019-03-14T12:21:00Z,2019-03-14T12:24:00Z,2019-03-14T04:47:00Z,454,3,0,0,18,19,0
Matthew Failor,17,3/14 13:17:00,10,3/14 13:18:00,10,0h 1m,6h 26m,3/14 06:51:00,8.55,Safety,2019-03-14T13:17:00Z,2019-03-14T13:18:00Z,2019-03-14T06:51:00Z,386,1,0,0,19,18,0
Mats Pettersson,4,3/14 13:35:00,8,3/14 13:37:00,8,0h 2m,8h 2m,3/14 05:33:00,6.85,Safety,2019-03-14T13:35:00Z,2019-03-14T13:37:00Z,2019-03-14T05:33:00Z,482,2,0,0,20,20,0
Richie Beattie,50,3/14 18:24:00,9,3/14 18:25:00,9,0h 1m,7h 22m,3/14 11:02:00,7.47,Safety,2019-03-14T18:24:00Z,2019-03-14T18:25:00Z,2019-03-14T11:02:00Z,442,1,0,0,21,21,0
Ed Hopkins,33,3/14 19:53:00,10,3/14 19:55:00,10,0h 2m,7h 18m,3/14 12:35:00,7.53,Safety,2019-03-14T19:53:00Z,2019-03-14T19:55:00Z,2019-03-14T12:35:00Z,438,2,0,0,22,22,0
Martin Buser,21,3/14 21:55:00,12,3/14 21:55:00,12,0h 0m,6h 53m,3/14 15:02:00,7.99,Safety,2019-03-14T21:55:00Z,2019-03-14T21:55:00Z,2019-03-14T15:02:00Z,413,0,0,0,23,23,0
Aaron Peck,47,3/14 22:43:00,6,3/14 22:44:00,6,0h 1m,7h 0m,3/14 15:43:00,7.86,Safety,2019-03-14T22:43:00Z,2019-03-14T22:44:00Z,2019-03-14T15:43:00Z,420,1,0,0,24,24,0
Charley Bejna,31,3/14 23:54:00,7,3/14 23:54:00,7,0h 0m,7h 25m,3/14 16:29:00,7.42,Safety,2019-03-14T23:54:00Z,2019-03-14T23:54:00Z,2019-03-14T16:29:00Z,445,0,0,0,25,25,0
Michi Konno,43,3/15 00:10:00,8,3/15 00:15:00,8,0h 5m,7h 20m,3/14 16:50:00,7.5,Safety,2019-03-15T00:10:00Z,2019-03-15T00:15:00Z,2019-03-14T16:50:00Z,440,5,0,0,26,26,0
Lance Mackey,44,3/15 07:32:00,12,3/15 10:30:00,11,2h 58m,7h 0m,3/15 00:32:00,7.86,Safety,2019-03-15T07:32:00Z,2019-03-15T10:30:00Z,2019-03-15T00:32:00Z,420,178,1,0,28,27,0
Jessie Holmes,5,3/15 07:30:00,9,3/15 10:31:00,9,3h 1m,6h 58m,3/15 00:32:00,7.89,Safety,2019-03-15T07:30:00Z,2019-03-15T10:31:00Z,2019-03-15T00:32:00Z,418,181,0,0,27,28,0
Ryan Santiago,49,3/15 17:02:00,13,3/15 17:15:00,12,0h 13m,7h 23m,3/15 09:39:00,7.45,Safety,2019-03-15T17:02:00Z,2019-03-15T17:15:00Z,2019-03-15T09:39:00Z,443,13,1,0,29,30,0
Martin Apayauq Reitan,39,3/15 17:22:00,12,3/15 17:27:00,12,0h 5m,7h 6m,3/15 10:16:00,7.75,Safety,2019-03-15T17:22:00Z,2019-03-15T17:27:00Z,2019-03-15T10:16:00Z,426,5,0,0,30,29,0
Jason Campeau,12,3/15 18:15:00,8,3/15 18:23:00,8,0h 8m,7h 52m,3/15 10:23:00,6.99,Safety,2019-03-15T18:15:00Z,2019-03-15T18:23:00Z,2019-03-15T10:23:00Z,472,8,0,0,31,31,0
Jessica Klejka,24,3/15 18:42:00,11,3/15 19:03:00,11,0h 21m,7h 47m,3/15 10:55:00,7.07,Safety,2019-03-15T18:42:00Z,2019-03-15T19:03:00Z,2019-03-15T10:55:00Z,467,21,0,0,32,32,0
Sarah Stokey,52,3/16 13:58:00,10,3/16 14:01:00,10,0h 3m,9h 31m,3/16 04:27:00,5.78,Safety,2019-03-16T13:58:00Z,2019-03-16T14:01:00Z,2019-03-16T04:27:00Z,571,3,0,0,33,35,0
Alison Lifka,37,3/16 20:15:00,11,3/16 20:24:00,11,0h 9m,6h 55m,3/16 13:20:00,7.95,Safety,2019-03-16T20:15:00Z,2019-03-16T20:24:00Z,2019-03-16T13:20:00Z,415,9,0,0,34,33,0
Michael Baker,41,3/16 20:28:00,9,3/16 20:35:00,8,0h 7m,7h 35m,3/16 12:53:00,7.25,Safety,2019-03-16T20:28:00Z,2019-03-16T20:35:00Z,2019-03-16T12:53:00Z,455,7,1,0,35,34,0
Anja Radano,2,3/17 04:10:00,10,3/17 04:14:00,10,0h 4m,9h 1m,3/16 19:09:00,6.1,Safety,2019-03-17T04:10:00Z,2019-03-17T04:14:00Z,2019-03-16T19:09:00Z,541,4,0,0,36,36,0
Blair Braverman,11,3/17 06:00:00,8,3/17 06:30:00,8,0h 30m,9h 16m,3/16 20:44:00,5.94,Safety,2019-03-17T06:00:00Z,2019-03-17T06:30:00Z,2019-03-16T20:44:00Z,556,30,0,0,37,37,0
Jeremy Keller,48,3/17 09:46:00,8,3/17 10:19:00,8,0h 33m,8h 45m,3/17 01:01:00,6.29,Safety,2019-03-17T09:46:00Z,2019-03-17T10:19:00Z,2019-03-17T01:01:00Z,525,33,0,0,38,38,0
Kristin Bacon,8,3/17 14:37:00,11,3/17 17:03:00,10,2h 26m,12h 23m,3/17 02:14:00,4.44,Safety,2019-03-17T14:37:00Z,2019-03-17T17:03:00Z,2019-03-17T02:14:00Z,743,146,1,0,39,39,0
Victoria Hardwick,30,3/18 10:53:00,9,3/18 11:08:00,9,0h 15m,21h 19m,3/17 13:34:00,2.58,Safety,2019-03-18T10:53:00Z,2019-03-18T11:08:00Z,2019-03-17T13:34:00Z,1279,15,0,0,41,40,0
Cindy Gallea,53,3/18 00:00:00,7,NA,7,NA,22h 32m,3/17 01:28:00,2.44,Safety,2019-03-18T00:00:00Z,NA,2019-03-17T01:28:00Z,1352,NA,0,NA,40,NA,NA
Peter Kaiser,9,3/13 03:39:06,8,NA,8,NA,3h 34m,3/13 00:05:00,6.17,Nome,2019-03-13T03:39:06Z,NA,2019-03-13T00:05:00Z,214.1,NA,0,NA,1,1,NA
Joar Leifseth Ulsom,28,3/13 03:51:22,8,NA,8,NA,3h 6m,3/13 00:45:00,7.1,Nome,2019-03-13T03:51:22Z,NA,2019-03-13T00:45:00Z,186.36666666666667,NA,0,NA,2,2,NA
Jessie Royer,14,3/13 09:34:05,11,NA,11,NA,4h 0m,3/13 05:34:00,5.5,Nome,2019-03-13T09:34:05Z,NA,2019-03-13T05:34:00Z,240.08333333333334,NA,0,NA,3,3,NA
Aliy Zirkle,19,3/13 17:26:56,11,NA,11,NA,3h 44m,3/13 13:42:00,5.89,Nome,2019-03-13T17:26:56Z,NA,2019-03-13T13:42:00Z,224.93333333333334,NA,0,NA,4,4,NA
Travis Beals,51,3/13 18:37:25,8,NA,8,NA,3h 45m,3/13 14:52:00,5.87,Nome,2019-03-13T18:37:25Z,NA,2019-03-13T14:52:00Z,225.41666666666666,NA,0,NA,5,5,NA
Matt Hall,3,3/13 21:03:15,8,NA,8,NA,3h 21m,3/13 17:42:00,6.57,Nome,2019-03-13T21:03:15Z,NA,2019-03-13T17:42:00Z,201.25,NA,0,NA,6,6,NA
Paige Drobny,40,3/13 21:09:37,11,NA,11,NA,3h 31m,3/13 17:38:00,6.26,Nome,2019-03-13T21:09:37Z,NA,2019-03-13T17:38:00Z,211.61666666666667,NA,0,NA,7,7,NA
Ramey Smyth,6,3/13 23:13:50,9,NA,9,NA,3h 40m,3/13 19:33:00,6,Nome,2019-03-13T23:13:50Z,NA,2019-03-13T19:33:00Z,220.83333333333334,NA,0,NA,8,8,NA
Mitch Seavey,32,3/13 23:25:14,7,NA,7,NA,3h 24m,3/13 20:01:00,6.47,Nome,2019-03-13T23:25:14Z,NA,2019-03-13T20:01:00Z,204.23333333333332,NA,0,NA,9,9,NA
Aaron Burmeister,38,3/14 00:34:25,9,NA,9,NA,3h 48m,3/13 20:46:00,5.79,Nome,2019-03-14T00:34:25Z,NA,2019-03-13T20:46:00Z,228.41666666666666,NA,0,NA,10,10,NA
Richie Diehl,29,3/14 01:40:14,9,NA,9,NA,3h 34m,3/13 22:06:00,6.17,Nome,2019-03-14T01:40:14Z,NA,2019-03-13T22:06:00Z,214.23333333333332,NA,0,NA,11,11,NA
Linwood Fiedler,15,3/14 03:09:50,11,NA,11,NA,3h 0m,3/14 00:09:00,7.33,Nome,2019-03-14T03:09:50Z,NA,2019-03-14T00:09:00Z,180.83333333333334,NA,0,NA,12,12,NA
Jeff King,23,3/14 04:07:20,13,NA,13,NA,3h 45m,3/14 00:22:00,5.87,Nome,2019-03-14T04:07:20Z,NA,2019-03-14T00:22:00Z,225.33333333333334,NA,0,NA,13,13,NA
Wade Marrs,36,3/14 05:26:07,9,NA,9,NA,2h 38m,3/14 02:48:00,8.35,Nome,2019-03-14T05:26:07Z,NA,2019-03-14T02:48:00Z,158.11666666666667,NA,0,NA,14,14,NA
Jeff Deeter,25,3/14 11:48:12,7,NA,7,NA,3h 2m,3/14 08:46:00,7.25,Nome,2019-03-14T11:48:12Z,NA,2019-03-14T08:46:00Z,182.2,NA,0,NA,15,15,NA
Kristy Berington,26,3/14 14:04:48,10,NA,10,NA,3h 9m,3/14 10:55:00,6.98,Nome,2019-03-14T14:04:48Z,NA,2019-03-14T10:55:00Z,189.8,NA,0,NA,16,16,NA
Anna Berington,10,3/14 14:05:15,9,NA,9,NA,3h 10m,3/14 10:55:00,6.95,Nome,2019-03-14T14:05:15Z,NA,2019-03-14T10:55:00Z,190.25,NA,0,NA,17,17,NA
Matthew Failor,17,3/14 16:03:21,10,NA,10,NA,2h 45m,3/14 13:18:00,8,Nome,2019-03-14T16:03:21Z,NA,2019-03-14T13:18:00Z,165.35,NA,0,NA,18,18,NA
Seth Barnes,45,3/14 16:13:45,6,NA,6,NA,3h 49m,3/14 12:24:00,5.76,Nome,2019-03-14T16:13:45Z,NA,2019-03-14T12:24:00Z,229.75,NA,0,NA,19,19,NA
Mats Pettersson,4,3/14 17:40:29,8,NA,8,NA,4h 3m,3/14 13:37:00,5.43,Nome,2019-03-14T17:40:29Z,NA,2019-03-14T13:37:00Z,243.48333333333332,NA,0,NA,20,20,NA
Richie Beattie,50,3/14 22:01:31,9,NA,9,NA,3h 36m,3/14 18:25:00,6.11,Nome,2019-03-14T22:01:31Z,NA,2019-03-14T18:25:00Z,216.51666666666668,NA,0,NA,21,21,NA
Ed Hopkins,33,3/14 23:07:34,10,NA,10,NA,3h 12m,3/14 19:55:00,6.88,Nome,2019-03-14T23:07:34Z,NA,2019-03-14T19:55:00Z,192.56666666666666,NA,0,NA,22,22,NA
Martin Buser,21,3/15 01:16:24,12,NA,12,NA,3h 21m,3/14 21:55:00,6.57,Nome,2019-03-15T01:16:24Z,NA,2019-03-14T21:55:00Z,201.4,NA,0,NA,23,23,NA
Aaron Peck,47,3/15 02:10:05,6,NA,6,NA,3h 26m,3/14 22:44:00,6.41,Nome,2019-03-15T02:10:05Z,NA,2019-03-14T22:44:00Z,206.08333333333334,NA,0,NA,24,24,NA
Charley Bejna,31,3/15 03:34:33,7,NA,7,NA,3h 40m,3/14 23:54:00,6,Nome,2019-03-15T03:34:33Z,NA,2019-03-14T23:54:00Z,220.55,NA,0,NA,25,25,NA
Michi Konno,43,3/15 03:59:36,8,NA,8,NA,3h 44m,3/15 00:15:00,5.89,Nome,2019-03-15T03:59:36Z,NA,2019-03-15T00:15:00Z,224.6,NA,0,NA,26,26,NA
Lance Mackey,44,3/15 13:41:40,11,NA,11,NA,3h 11m,3/15 10:30:00,6.91,Nome,2019-03-15T13:41:40Z,NA,2019-03-15T10:30:00Z,191.66666666666666,NA,0,NA,27,27,NA
Jessie Holmes,5,3/15 13:41:45,9,NA,9,NA,3h 10m,3/15 10:31:00,6.95,Nome,2019-03-15T13:41:45Z,NA,2019-03-15T10:31:00Z,190.75,NA,0,NA,28,28,NA
Martin Apayauq Reitan,39,3/15 20:15:17,12,NA,12,NA,2h 48m,3/15 17:27:00,7.86,Nome,2019-03-15T20:15:17Z,NA,2019-03-15T17:27:00Z,168.28333333333333,NA,0,NA,29,29,NA
Ryan Santiago,49,3/15 20:20:30,12,NA,12,NA,3h 5m,3/15 17:15:00,7.14,Nome,2019-03-15T20:20:30Z,NA,2019-03-15T17:15:00Z,185.5,NA,0,NA,30,30,NA
Jason Campeau,12,3/15 21:49:24,8,NA,8,NA,3h 26m,3/15 18:23:00,6.41,Nome,2019-03-15T21:49:24Z,NA,2019-03-15T18:23:00Z,206.4,NA,0,NA,31,31,NA
Jessica Klejka,24,3/15 22:12:35,11,NA,11,NA,3h 9m,3/15 19:03:00,6.98,Nome,2019-03-15T22:12:35Z,NA,2019-03-15T19:03:00Z,189.58333333333334,NA,0,NA,32,32,NA
Alison Lifka,37,3/16 23:35:29,11,NA,11,NA,3h 11m,3/16 20:24:00,6.91,Nome,2019-03-16T23:35:29Z,NA,2019-03-16T20:24:00Z,191.48333333333332,NA,0,NA,33,33,NA
Michael Baker,41,3/16 23:47:20,8,NA,8,NA,3h 12m,3/16 20:35:00,6.88,Nome,2019-03-16T23:47:20Z,NA,2019-03-16T20:35:00Z,192.33333333333334,NA,0,NA,34,34,NA
Sarah Stokey,52,3/17 06:59:01,10,NA,10,NA,16h 58m,3/16 14:01:00,1.3,Nome,2019-03-17T06:59:01Z,NA,2019-03-16T14:01:00Z,1018.0166666666667,NA,0,NA,35,35,NA
Anja Radano,2,3/17 07:53:34,10,NA,10,NA,3h 39m,3/17 04:14:00,6.03,Nome,2019-03-17T07:53:34Z,NA,2019-03-17T04:14:00Z,219.56666666666666,NA,0,NA,36,36,NA
Blair Braverman,11,3/17 10:17:02,8,NA,8,NA,3h 47m,3/17 06:30:00,5.81,Nome,2019-03-17T10:17:02Z,NA,2019-03-17T06:30:00Z,227.03333333333333,NA,0,NA,37,37,NA
Jeremy Keller,48,3/17 13:52:20,8,NA,8,NA,3h 33m,3/17 10:19:00,6.2,Nome,2019-03-17T13:52:20Z,NA,2019-03-17T10:19:00Z,213.33333333333334,NA,0,NA,38,38,NA
Kristin Bacon,8,3/17 20:38:26,10,NA,10,NA,3h 35m,3/17 17:03:00,6.14,Nome,2019-03-17T20:38:26Z,NA,2019-03-17T17:03:00Z,215.43333333333334,NA,0,NA,39,39,NA
Victoria Hardwick,30,3/18 13:51:49,9,NA,9,NA,2h 43m,3/18 11:08:00,8.1,Nome,2019-03-18T13:51:49Z,NA,2019-03-18T11:08:00Z,163.81666666666666,NA,0,NA,40,40,NA
Jessie Holmes,5,3/3 18:00:00,14,3/3 18:03:00,14,0h 3m,3h 54m,3/3 14:06:00,0,Willow,2019-03-03T14:06:00Z,2019-03-03T14:06:00Z,2019-03-03T14:06:00Z,0,0,0,0,4,28,0
Matt Hall,3,3/3 18:15:00,14,3/3 18:17:00,14,0h 2m,4h 13m,3/3 14:02:00,0,Willow,2019-03-03T14:02:00Z,2019-03-03T14:02:00Z,2019-03-03T14:02:00Z,0,0,0,0,2,6,0
Linwood Fiedler,15,3/3 18:23:00,14,3/3 18:26:00,14,0h 3m,3h 57m,3/3 14:26:00,0,Willow,2019-03-03T14:26:00Z,2019-03-03T14:26:00Z,2019-03-03T14:26:00Z,0,0,0,0,14,12,0
Mats Pettersson,4,3/3 18:12:00,14,3/3 18:28:00,14,0h 16m,4h 8m,3/3 14:04:00,0,Willow,2019-03-03T14:04:00Z,2019-03-03T14:04:00Z,2019-03-03T14:04:00Z,0,0,0,0,3,20,0
